0.85,CA
0.86,NY
0.87,TX
0.89,FL
0.89,IL
0.90,NC
0.90,OH
0.90,PA
0.91,NJ
0.93,MI
0.93,VA
0.95,GA
0.96,MA
0.96,MO
0.97,IN
0.99,AZ
0.99,MD
0.99,TN
1.01,LA
1.01,WI
1.02,WA
1.03,CO
1.05,OR
1.06,KY
1.07,OK
1.08,MN
1.12,CT
1.12,SC
1.13,IA
1.16,MS
1.18,AR
1.21,KS
1.25,UT
1.28,NV
1.39,NM
1.46,ID
1.55,WV
1.57,NE
1.69,HI
1.73,ME
1.74,MT
1.74,NH
1.92,DE
2.11,SD
2.18,RI
2.42,AK
2.56,ND
2.75,VT
2.86,DC
3.05,WY
